idPropuesta,nombre,descripcion,fechaCreacion,idCreador
463,Quitar las nuevas vallas de los jardines entre facultades Universidad Autónoma de Barcelona,,,9426
464,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Cádiz,,,7517
465,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Barcelona,,,284
466,Crear un programa de eficiencia energética en los edificios de la Universidad Alfonso X el Sabio,,,10102
467,Quitar las nuevas vallas de los jardines entre facultades Universidad Politécnica de Cataluña,,,616
468,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Alcalá,,,6414
469,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Cantabria,,,7374
470,Crear un programa de eficiencia energética en los edificios de la Universidad de La Coruña,,,7807
471,Hacer un huerto en Universidad de Las Palmas de Gran Canaria,,,329
472,Promover curso de capacitación profesionales Universidad de La Rioja,,,2849
473,Hacer un huerto en Universidad Rovira i Virgili,,,11552
474,Crear un programa de eficiencia energética en los edificios de la Universidad Católica San Antonio,,,3964
475,Promover curso de capacitación profesionales Universidad Católica Santa Teresa de Jesús de Ávila,,,820
476,Promover curso de capacitación profesionales Universidad Autónoma de Madrid,,,2112
477,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Gerona,,,10995
478,Quitar las nuevas vallas de los jardines entre facultades Universidad Jaime I,,,7703
479,Promover el deporte en la vida universitaria Universidad Tecnológica Atlántico-Mediterráneo,,,6616
480,Promover cursos de lenguas extranjeras Universidad de Deusto,,,5399
481,Quitar las nuevas vallas de los jardines entre facultades Universidad de Oviedo,,,1450
482,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Abierta de Cataluña,,,576
483,Promover el deporte en la vida universitaria Universidad Jaime I,,,8283
484,Quitar las nuevas vallas de los jardines entre facultades Universidad de Castilla-La Mancha,,,7762
485,Promover el deporte en la vida universitaria Universidad Antonio de Nebrija,,,7196
486,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Eclesiástica San Dámaso,,,9962
487,Quitar las nuevas vallas de los jardines entre facultades Universidad de Cádiz,,,5576
488,Quitar las nuevas vallas de los jardines entre facultades Universidad Católica de Valencia San Vicente Mártir,,,10724
489,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Católica de Valencia San Vicente Mártir,,,3444
490,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h CUNEF Universidad,,,1913
491,Promover curso de capacitación profesionales Universidad Internacional Villanueva,,,8865
492,Promover curso de capacitación profesionales Universidad Internacional Menéndez Pelayo,,,8936
493,Hacer un huerto en Universidad de Huelva,,,8616
494,Quitar las nuevas vallas de los jardines entre facultades Universidad Internacional Villanueva,,,7496
495,Promover cursos de lenguas extranjeras Universidad Antonio de Nebrija,,,5307
496,Promover cursos de lenguas extranjeras Universidad de las Islas Baleares,,,11773
497,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad CEU Cardenal Herrera,,,11660
498,Promover curso de capacitación profesionales Universidad Autónoma de Madrid,,,4521
499,Promover curso de capacitación profesionales Universidad Católica Santa Teresa de Jesús de Ávila,,,6186
500,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Autónoma de Madrid,,,1919
501,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Pompeu Fabra,,,1299
502,Promover cursos de lenguas extranjeras Universidad de Huelva,,,4434
503,Promover curso de capacitación profesionales Universidad Antonio de Nebrija,,,4281
504,Quitar las nuevas vallas de los jardines entre facultades Universidad de La Rioja,,,9486
505,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Ramon Llull,,,4133
506,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Antonio de Nebrija,,,9219
507,Crear un programa de eficiencia energética en los edificios de la Universidad de las Islas Baleares,,,8796
508,Hacer un huerto en Universidad Internacional Isabel I de Castilla,,,9618
509,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Almería,,,11752
510,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Cantabria,,,8954
511,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Miguel Hernández de Elche,,,6993
512,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Ramon Llull,,,8688
513,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad IE,,,1449
514,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Abierta de Cataluña,,,7526
515,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de Valladolid,,,6426
516,Quitar las nuevas vallas de los jardines entre facultades Universidad de La Laguna,,,6665
517,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Sevilla,,,3411
518,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Valladolid,,,9492
519,Promover curso de capacitación profesionales Universidad Intercontinental de la Empresa,,,4190
520,Promover curso de capacitación profesionales Universidad de León,,,9338
521,Promover el deporte en la vida universitaria Universidad San Jorge,,,9028
522,Promover cursos de lenguas extranjeras Universidad de Salamanca,,,11044
523,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Internacional Menéndez Pelayo,,,5433
524,Promover curso de capacitación profesionales Universidad Carlos III de Madrid,,,716
525,Promover cursos de lenguas extranjeras Universidad de Huelva,,,3162
526,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de León,,,9656
527,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Internacional de la Empresa,,,2268
528,Crear un programa de eficiencia energética en los edificios de la Universidad Internacional de La Rioja,,,3545
529,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad IE,,,3959
530,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la European University Vitoria-Gasteiz,,,7083
531,Promover el deporte en la vida universitaria Universidad de La Rioja,,,7116
532,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de Valencia,,,1520
533,Promover curso de capacitación profesionales Universidad Carlos III de Madrid,,,6214
534,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Vich,,,320
535,Quitar las nuevas vallas de los jardines entre facultades Universidad de Oviedo,,,10774
536,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Mondragón,,,10672
537,Crear un programa de eficiencia energética en los edificios de la Universidad de Salamanca,,,5523
538,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Jaime I,,,4239
539,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Carlos III de Madrid,,,8027
540,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad a Distancia de Madrid,,,10239
541,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Vich,,,7141
542,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Fernando III,,,11898
543,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Fernando III,,,10141
544,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Extremadura,,,1025
545,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Católica Santa Teresa de Jesús de Ávila,,,6017
546,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Deusto,,,6471
547,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Internacional de la Empresa,,,9932
548,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Oviedo,,,441
549,Quitar las nuevas vallas de los jardines entre facultades Universidad de Mondragón,,,4611
550,Crear un programa de eficiencia energética en los edificios de la Universidad Politécnica de Madrid,,,7557
551,Promover el deporte en la vida universitaria Universidad IE,,,7220
552,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad IE,,,3997
553,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Europea de Valencia,,,715
554,Hacer un huerto en Universidad Ramon Llull,,,2304
555,Hacer un huerto en Universidad de Huelva,,,3746
556,Hacer un huerto en Universidad Internacional Menéndez Pelayo,,,9696
557,Promover cursos de lenguas extranjeras Universidad del País Vasco,,,1452
558,Hacer un huerto en Universidad Politécnica de Madrid,,,6406
559,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de La Laguna,,,1682
560,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Europea de Canarias,,,8900
561,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Nacional de Educación a Distancia,,,10442
562,Promover curso de capacitación profesionales Universidad de Almería,,,7416
563,Quitar las nuevas vallas de los jardines entre facultades Universidad Ramon Llull,,,1616
564,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Pública de Navarra,,,11802
565,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Las Palmas de Gran Canaria,,,11323
566,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Politécnica de Madrid,,,10907
567,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Granada,,,9235
568,Hacer un huerto en Universidad CEU San Pablo,,,6945
569,Promover cursos de lenguas extranjeras Universidad de Oviedo,,,3387
570,Quitar las nuevas vallas de los jardines entre facultades Universidad Internacional Isabel I de Castilla,,,2109
571,Hacer un huerto en Universidad de Castilla-La Mancha,,,9124
572,Hacer un huerto en Universidad Politécnica de Cartagena,,,11800
573,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Autónoma de Madrid,,,5928
574,Crear un programa de eficiencia energética en los edificios de la Universidad Internacional Isabel I de Castilla,,,10399
575,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad CEU Cardenal Herrera,,,1758
576,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad a Distancia de Madrid,,,8007
577,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Las Palmas de Gran Canaria,,,5544
578,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad a Distancia de Madrid,,,7215
579,Hacer un huerto en Universidad Pompeu Fabra,,,408
580,"Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Diseño, Innovación y Tecnología",,,6451
581,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la European University Vitoria-Gasteiz,,,572
582,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Europea de Canarias,,,7330
583,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Internacional Menéndez Pelayo,,,10851
584,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Mondragón,,,10489
585,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Católica San Antonio,,,3609
586,Crear un programa de eficiencia energética en los edificios de la Universidad Europea Miguel de Cervantes,,,1346
587,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Alcalá,,,2664
588,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h CUNEF Universidad,,,1986
589,Crear un programa de eficiencia energética en los edificios de la Universidad Autónoma de Madrid,,,6038
590,"Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Diseño, Innovación y Tecnología",,,11236
591,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Pablo de Olavide,,,8676
592,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Lérida,,,5640
593,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Europea de Canarias,,,987
594,Promover el deporte en la vida universitaria Universidad de Extremadura,,,3955
595,Promover curso de capacitación profesionales Universidad Internacional Villanueva,,,11496
596,Hacer un huerto en Universidad Politécnica de Valencia,,,507
597,Promover el deporte en la vida universitaria Universidad Loyola Andalucía,,,7011
598,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Camilo José Cela,,,1126
599,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Católica de Valencia San Vicente Mártir,,,6364
600,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Burgos,,,3455
601,Quitar las nuevas vallas de los jardines entre facultades Universidad Alfonso X el Sabio,,,1245
602,Quitar las nuevas vallas de los jardines entre facultades Universidad Francisco de Vitoria,,,3504
603,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Almería,,,2213
604,Crear un programa de eficiencia energética en los edificios de la Universidad de Deusto,,,9952
605,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Internacional de Valencia,,,3952
606,Promover el deporte en la vida universitaria Universidad de Las Palmas de Gran Canaria,,,9731
607,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Internacional de la Empresa,,,9294
608,Hacer un huerto en Universidad Eclesiástica San Dámaso,,,1115
609,Promover cursos de lenguas extranjeras Universidad de Barcelona,,,1990
610,Crear un programa de eficiencia energética en los edificios de la Universidad de Cádiz,,,6538
611,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Pompeu Fabra,,,1665
612,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Murcia,,,6458
613,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Navarra,,,7723
614,Promover el deporte en la vida universitaria Universidad de Navarra,,,3852
615,Promover el deporte en la vida universitaria Universidad Antonio de Nebrija,,,5769
616,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Las Palmas de Gran Canaria,,,4236
617,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de las Islas Baleares,,,81
618,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Complutense de Madrid,,,11833
619,Promover cursos de lenguas extranjeras Universidad Intercontinental de la Empresa,,,8444
620,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Alfonso X el Sabio,,,1738
621,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Europea del Atlántico,,,9529
622,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Europea de Madrid,,,572
623,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Politécnica de Madrid,,,8025
624,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Pontificia Comillas,,,487
625,Crear un programa de eficiencia energética en los edificios de la Universidad Católica San Antonio,,,5139
626,Promover el deporte en la vida universitaria Universidad Eclesiástica San Dámaso,,,3078
627,Promover el deporte en la vida universitaria Universidad Europea de Madrid,,,2185
628,Hacer un huerto en Universidad de Burgos,,,10615
629,Promover el deporte en la vida universitaria Universidad de Castilla-La Mancha,,,8052
630,Quitar las nuevas vallas de los jardines entre facultades Universidad de Barcelona,,,1676
631,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Pompeu Fabra,,,2166
632,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Autónoma de Madrid,,,6655
633,Crear un programa de eficiencia energética en los edificios de la ESIC Universidad,,,3425
634,Crear un programa de eficiencia energética en los edificios de la Universidad Carlos III de Madrid,,,2579
635,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Internacional de La Rioja,,,7194
636,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Internacional de Cataluña,,,8902
637,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de León,,,11184
638,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Europea de Madrid,,,49
639,Promover curso de capacitación profesionales Universidad Internacional Villanueva,,,9378
640,Quitar las nuevas vallas de los jardines entre facultades Universidad Pompeu Fabra,,,9167
641,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Politécnica de Valencia,,,6557
642,Promover el deporte en la vida universitaria Universidad de Córdoba,,,2637
643,Promover curso de capacitación profesionales Universidad de Valencia,,,10700
644,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Abierta de Cataluña,,,4260
645,Promover curso de capacitación profesionales Universidad Pablo de Olavide,,,4983
646,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Antonio de Nebrija,,,5098
647,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Internacional de Andalucía,,,1499
648,Promover cursos de lenguas extranjeras Universidad Jaime I,,,5538
649,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Politécnica de Cartagena,,,7278
650,Quitar las nuevas vallas de los jardines entre facultades European University Vitoria-Gasteiz,,,6285
651,Promover el deporte en la vida universitaria Universidad Alfonso X el Sabio,,,767
652,Promover curso de capacitación profesionales Universidad Europea de Canarias,,,7108
653,Hacer un huerto en Universidad Europea de Madrid,,,5844
654,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Salamanca,,,1394
655,Hacer un huerto en Universidad Rovira i Virgili,,,4721
656,Promover cursos de lenguas extranjeras Universidad Pública de Navarra,,,7812
657,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Alcalá,,,8132
658,Promover cursos de lenguas extranjeras Universidad de Cádiz,,,1700
659,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Almería,,,3792
660,"Crear un programa de eficiencia energética en los edificios de la Universidad de Diseño, Innovación y Tecnología",,,4877
661,Quitar las nuevas vallas de los jardines entre facultades Universidad de Barcelona,,,7583
662,Quitar las nuevas vallas de los jardines entre facultades Universidad Fernando III,,,8110
663,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de Mondragón,,,3248
664,Quitar las nuevas vallas de los jardines entre facultades Universidad Pompeu Fabra,,,4825
665,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Alfonso X el Sabio,,,7832
666,Hacer un huerto en Universidad Ramon Llull,,,8435
667,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Autónoma de Barcelona,,,5621
668,Hacer un huerto en Universidad de Valladolid,,,146
669,Quitar las nuevas vallas de los jardines entre facultades Universidad de Santiago de Compostela,,,10408
670,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad CEU San Pablo,,,11511
671,Mejorar el sistema de consulta de fondos de la biblioteca de la European University Vitoria-Gasteiz,,,828
672,Promover curso de capacitación profesionales Universidad IE,,,11679
673,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de La Coruña,,,858
674,Promover cursos de lenguas extranjeras Universidad Rey Juan Carlos,,,3909
675,Quitar las nuevas vallas de los jardines entre facultades Universidad de Barcelona,,,786
676,Hacer un huerto en Universidad CEU Cardenal Herrera,,,8065
677,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Tecnológica Atlántico-Mediterráneo,,,4637
678,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Intercontinental de la Empresa,,,4077
679,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de Gerona,,,11077
680,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Miguel Hernández de Elche,,,4761
681,Promover curso de capacitación profesionales Universidad de La Laguna,,,3721
682,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Internacional Isabel I de Castilla,,,3885
683,Hacer un huerto en Universidad Loyola Andalucía,,,4617
684,Promover cursos de lenguas extranjeras Universidad de Valladolid,,,6180
685,Promover el deporte en la vida universitaria Universidad Politécnica de Valencia,,,2284
686,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de La Rioja,,,9242
687,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de Granada,,,4735
688,Quitar las nuevas vallas de los jardines entre facultades Universidad de La Laguna,,,1264
689,Hacer un huerto en Universidad Europea de Valencia,,,3025
690,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de León,,,9514
691,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Pontificia Comillas,,,2675
692,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Tecnológica Atlántico-Mediterráneo,,,1031
693,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Salamanca,,,8605
694,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Pablo de Olavide,,,2543
695,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Politécnica de Madrid,,,11279
696,Promover curso de capacitación profesionales Universidad de Vigo,,,1584
697,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Cantabria,,,8449
698,Crear un programa de eficiencia energética en los edificios de la Universidad Internacional Villanueva,,,2137
699,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de Alcalá,,,9677
700,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad de Vigo,,,1972
701,Quitar las nuevas vallas de los jardines entre facultades Universidad de Navarra,,,425
702,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Carlos III de Madrid,,,5101
703,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad Europea de Madrid,,,10756
704,Promover curso de capacitación profesionales Universidad de Valladolid,,,3862
705,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Politécnica de Valencia,,,4823
706,Quitar las nuevas vallas de los jardines entre facultades Universidad San Jorge,,,9725
707,Promover el deporte en la vida universitaria Universidad Internacional Villanueva,,,8129
708,Crear un programa de eficiencia energética en los edificios de la Universidad Pontificia de Salamanca,,,9146
709,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad de Las Palmas de Gran Canaria,,,9034
710,Promover cursos de lenguas extranjeras Universidad de Almería,,,11304
711,Crear un programa de eficiencia energética en los edificios de la Universidad Eclesiástica San Dámaso,,,8640
712,Hacer un huerto en Universidad Internacional Isabel I de Castilla,,,4017
713,Crear un programa de eficiencia energética en los edificios de la Universidad de La Laguna,,,9974
714,Promover curso de capacitación profesionales Universidad de La Laguna,,,1900
715,Crear un programa de eficiencia energética en los edificios de la Universidad de Barcelona,,,7275
716,Quitar las nuevas vallas de los jardines entre facultades Universidad de La Rioja,,,10970
717,Crear un programa de eficiencia energética en los edificios de la Universidad Politécnica de Cataluña,,,2478
718,Promover curso de capacitación profesionales Universidad de Granada,,,4450
719,Promover curso de capacitación profesionales Universidad de Alcalá,,,5328
720,Crear un programa de eficiencia energética en los edificios de la Universidad de Almería,,,11080
721,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Extremadura,,,2290
722,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos CUNEF Universidad,,,6255
723,Promover curso de capacitación profesionales Universidad Rey Juan Carlos,,,725
724,Promover curso de capacitación profesionales Universidad de Deusto,,,11331
725,Promover el deporte en la vida universitaria Universidad Jaime I,,,3284
726,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Sevilla,,,10294
727,Crear un método de comunicación efectivo entre los órganos directivos y de gestión de los estudiantes y la Universidad Autónoma de Barcelona,,,9394
728,Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad Autónoma de Madrid,,,3066
729,Promover curso de capacitación profesionales Universidad Abad Oliva CEU,,,2440
730,Mejorar el sistema de consulta de fondos de la biblioteca de la Universidad Internacional Isabel I de Castilla,,,5119
731,Promover cursos de lenguas extranjeras Universidad Pública de Navarra,,,6893
732,Hacer un huerto en Universidad Loyola Andalucía,,,1842
733,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad de Almería,,,83
734,Promover curso de capacitación profesionales Universidad Católica Santa Teresa de Jesús de Ávila,,,5249
735,Mejorar el pavimento de las pistas e instalaciones deportivas de la Universidad Politécnica de Cartagena,,,10906
736,Promover curso de capacitación profesionales Universidad de Santiago de Compostela,,,5414
737,Hacer un huerto en Universidad de Sevilla,,,8230
738,Promover programas de integración para futuros estudiantes con riesgo de fracaso escolar en institutos Universidad de Lérida,,,6169
739,Hacer un huerto en Universidad de Oviedo,,,2618
740,Crear un programa de eficiencia energética en los edificios de la Universidad de Lérida,,,3268
741,"Quitar el límite horario en bibliotecas y hacerlas espacios de estudio 24h Universidad de Diseño, Innovación y Tecnología",,,5411
742,Quitar las nuevas vallas de los jardines entre facultades Universidad Autónoma de Barcelona,,,11110
743,Promover curso de capacitación profesionales Universidad de Santiago de Compostela,,,4774
744,Promover cursos de lenguas extranjeras Universidad Internacional de La Rioja,,,4548
745,Promover cursos de lenguas extranjeras Universidad Pontificia de Salamanca,,,1062
746,Promover curso de capacitación profesionales Universidad Antonio de Nebrija,,,10502
747,Quitar las nuevas vallas de los jardines entre facultades Universidad Rovira i Virgili,,,10746
748,Hacer un huerto en Universidad Pontificia Comillas,,,10207
749,Promover curso de capacitación profesionales Universidad de Castilla-La Mancha,,,10561
750,"Crear recursos de comunicación para facilitar la convivencia en el campus de Ciencias de la Educación Universidad de Diseño, Innovación y Tecnología",,,5582
751,Mejorar Instalaciones deportivas facultad de Medicina Universidad Antonio de Nebrija,,,1548
752,Crear recursos de comunicación para facilitar la convivencia en el campus de Información CUNEF Universidad,,,5563
753,Quitar las restricciones al acceso a instalaciones deportivas Humanidades Universidad de Jaén,,,1395
754,Quitar las tarifas de pago en el parking de estudiantes Medicina Universidad Miguel Hernández de Elche,,,1635
755,Mejorar acceso a las instalaciones para gente con discapacidad en la facultad de Derecho Universidad Internacional Isabel I de Castilla,,,8879
756,Crear recursos de comunicación para facilitar la convivencia en el campus de Comunicación ESIC Universidad,,,8634
757,Quitar las tarifas de pago en el parking de estudiantes Agronomía Universidad de Vich,,,1026
758,Crear recursos de comunicación para facilitar la convivencia en el campus de Derecho Universidad de La Rioja,,,9436
759,Mejorar Instalaciones deportivas facultad de Ciencias de la Salud Universidad de Alcalá,,,8204
760,Crear recursos de comunicación para facilitar la convivencia en el campus de Ciencias de la Salud European University Vitoria-Gasteiz,,,10121
761,Quitar las tarifas de pago en el parking de estudiantes Ciencias de la Salud Universidad de León,,,3579
762,Mejorar acceso a las instalaciones para gente con discapacidad en la facultad de Arquitectura Universidad de Vich,,,2064
763,Quitar las restricciones al acceso a instalaciones deportivas Psicología Universidad Politécnica de Madrid,,,4732
764,Mejorar acceso a las instalaciones para gente con discapacidad en la facultad de Ingeniería Universidad de Jaén,,,6599
765,Mejorar acceso a las instalaciones para gente con discapacidad en la facultad de Arquitectura Universidad de Huelva,,,570
766,Crear recursos de comunicación para facilitar la convivencia en el campus de Arquitectura Universidad Politécnica de Madrid,,,8516
767,Mejorar Instalaciones deportivas facultad de Agronomía Universidad Rey Juan Carlos,,,8339
768,Mejorar Instalaciones deportivas facultad de Ciencias Exactas CUNEF Universidad,,,10735
769,Quitar las restricciones al acceso a instalaciones deportivas Ciencias Sociales Universidad de Burgos,,,9229
770,Quitar las tarifas de pago en el parking de estudiantes Humanidades Universidad Politécnica de Madrid,,,6389
771,Crear recursos de comunicación para facilitar la convivencia en el campus de Ciencias Físicas y Matemáticas Universidad Tecnológica Atlántico-Mediterráneo,,,770
772,Quitar las restricciones al acceso a instalaciones deportivas Ciencias Sociales Universidad Pontificia de Salamanca,,,5212
773,Crear recursos de comunicación para facilitar la convivencia en el campus de Agronomía Universidad Ramon Llull,,,1674
774,Mejorar Instalaciones deportivas facultad de Matemática Universidad Internacional de La Rioja,,,3923
775,Quitar las tarifas de pago en el parking de estudiantes Ciencias Exactas Universidad Antonio de Nebrija,,,4958
776,Mejorar acceso a las instalaciones para gente con discapacidad en la facultad de Diseño Universidad Europea Miguel de Cervantes,,,8043
777,Mejorar Instalaciones deportivas facultad de Comunicación Universidad Internacional de Cataluña,,,9007
778,Crear recursos de comunicación para facilitar la convivencia en el campus de Ciencias de la Salud Universidad Tecnológica Atlántico-Mediterráneo,,,9476
